Category,pslist.nproc,pslist.avg_threads,dlllist.ndlls,handles.nhandles,handles.nport,ldrmodules.not_in_load_avg,malfind.ninjections,Class
Benign,42,10.43937819,1827,10581,0,0.044309861,4,Benign
Benign,42,13.38139513,2179,12728,0,0.03627907,5,Benign
Benign,42,12.95443652,2076,12442,0,0.033226685,3,Benign
Benign,41,13.16715764,2067,12000,0,0.036319613,4,Benign
Benign,45,13.57407134,2360,13904,0,0.042498938,7,Benign
Benign,42,13.07795033,2080,12277,0,0.034263338,4,Benign
Benign,30,13.90413518,1344,7890,0,0.021589442,2,Benign
Benign,43,12.36423061,2112,11958,0,0.034359565,4,Benign
Benign,40,13.07035963,2015,11608,0,0.029096478,3,Benign
Benign,46,11.38593683,2131,12178,0,0.038165372,4,Benign
Benign,43,12.69767442,2141,12423,0,0.036018957,4,Benign
Benign,31,13.10516561,1580,9421,0,0.035931355,3,Benign
Benign,40,13.01004611,2022,11756,0,0.029485257,4,Benign
Benign,25,15.69839806,1116,6583,0,0.020413613,1,Benign
Benign,42,12.70836825,2082,12239,0,0.033731877,3,Benign
Benign,44,13.38686874,2353,13846,0,0.042312566,6,Benign
Benign,41,13.41463415,2161,12483,0,0.040994933,6,Benign
Benign,42,13.26088703,2203,12849,0,0.0402169,6,Benign
Benign,42,13.04761905,2137,12505,0,0.034490743,4,Benign
Benign,40,13.08351074,2088,12142,0,0.038295835,5,Benign
Benign,43,12.46504502,2167,12103,0,0.039105232,5,Benign
Benign,42,12.82223851,2090,12265,0,0.035505837,4,Benign
Benign,41,12.84183371,2026,12023,0,0.031786075,3,Benign
Benign,41,12.62541385,2031,11807,0,0.032844871,3,Benign
Benign,43,12.86046512,2121,12611,0,0.0331253,3,Benign
Benign,44,12.53329623,2196,12303,0,0.039002268,5,Benign
Benign,49,11.22381488,2208,12490,0,0.039349999,6,Benign
Benign,44,13.40644939,2290,13627,0,0.040426393,6,Benign
Benign,42,12.69047619,2090,12244,0,0.035505837,4,Benign
Benign,45,13.45520428,2360,13882,0,0.042521643,7,Benign
Benign,58,11.53290528,2639,15478,0,0.040645385,12,Benign
Benign,42,10.68146431,1811,10642,0,0.040306496,4,Benign
Benign,42,13.14153289,2178,12676,0,0.03630589,5,Benign
Benign,40,13.25881006,2045,11995,0,0.038707851,5,Benign
Benign,40,11.09843269,1749,10328,0,0.041784303,3,Benign
Benign,41,11.13062969,1786,10441,0,0.043742407,3,Benign
Benign,43,12.61387761,2168,12259,0,0.039489927,5,Benign
Benign,44,12.53515569,2199,12811,0,0.034587144,4,Benign
Benign,42,13.40495372,2195,12869,0,0.036634422,5,Benign
Benign,41,13.61056977,2117,12675,0,0.033189033,5,Benign
Benign,46,11.70570794,1987,11783,0,0.028880866,3,Benign
Benign,39,13.56802269,1995,11862,0,0.031357289,4,Benign
Benign,43,12.86064078,2121,12616,0,0.0331253,3,Benign
Benign,44,12.36654876,2153,12623,0,0.03490566,4,Benign
Benign,43,12.71735886,2141,12424,0,0.036018957,4,Benign
Benign,44,13.31213731,2229,12998,0,0.032414339,5,Benign
Benign,39,12.81267486,1941,11395,0,0.033386328,3,Benign
Benign,44,12.63636364,2153,12645,0,0.03490566,4,Benign
Benign,40,13.01641513,2000,11945,0,0.032205887,3,Benign
Benign,44,12.47753043,2133,12427,0,0.034596997,4,Benign
Benign,42,12.5543974,1987,11717,0,0.033126294,3,Benign
Benign,40,13.27138839,2091,12177,0,0.038240918,5,Benign
Benign,41,13.09385305,2026,12071,0,0.031786075,3,Benign
Benign,41,12.63824278,2064,11821,0,0.029161813,3,Benign
Benign,40,12.83189307,1985,11676,0,0.033126294,3,Benign
Benign,51,10.92961272,2277,12801,0,0.036683773,5,Benign
Benign,40,13.21745536,2090,12174,0,0.038253699,5,Benign
Benign,53,11.28743296,2418,13631,0,0.045949214,9,Benign
Benign,40,12.84626228,1985,11694,0,0.033126294,3,Benign
Benign,44,10.78124748,1946,11291,0,0.041982802,6,Benign
Benign,40,12.8419219,1985,11699,0,0.033126294,3,Benign
Benign,42,13.40621935,2193,12768,0,0.040807072,7,Benign
Benign,41,13.69476229,2164,12626,0,0.040940855,6,Benign
Benign,44,12.5567485,2131,12207,0,0.033042187,5,Benign
Benign,39,12.95795005,1941,11407,0,0.033386328,3,Benign
Benign,44,12.58181086,2153,12644,0,0.03490566,4,Benign
Benign,48,11.71982705,2245,12970,0,0.039760371,5,Benign
Benign,43,12.35572171,2153,12275,0,0.03717993,5,Benign
Benign,40,13.25974755,2000,11995,0,0.032198687,3,Benign
Benign,43,11.79850232,2055,11971,0,0.045731801,11,Benign
Benign,44,12.81703028,2090,12692,0,0.034536269,4,Benign
Benign,43,13.38729878,2227,13024,0,0.036524647,5,Benign
Benign,40,13.28293046,2001,12029,0,0.032357473,3,Benign
Benign,44,12.60246422,2133,12467,0,0.03494495,4,Benign
Benign,40,13.34096029,2082,12213,0,0.036573628,5,Benign
Benign,41,13.2229739,2067,12020,0,0.036319613,4,Benign
Benign,42,13.00388289,2160,12548,0,0.037616624,5,Benign
Benign,40,13.58095721,2088,12266,0,0.038098836,5,Benign
Benign,46,12.05828502,2238,12557,0,0.038701068,6,Benign
Benign,40,13.89267735,2070,12229,0,0.036327933,5,Benign
Benign,40,13.2655887,2088,12167,0,0.038295835,5,Benign
Benign,45,13.55937584,2360,13897,0,0.042498938,7,Benign
Benign,42,14.65683826,1923,11823,0,0.02498297,5,Benign
Benign,48,12.14102771,2295,13033,0,0.037744035,7,Benign
Benign,42,11.29801377,2013,11343,0,0.045564712,8,Benign
Benign,40,13.50570115,2082,12211,0,0.036573628,5,Benign
Benign,40,13.3,2001,12040,0,0.032357473,3,Benign
Benign,41,12.97560976,2029,12093,0,0.032878098,3,Benign
Benign,47,11.15215623,2115,11638,0,0.037092859,12,Benign
Benign,43,13.3403094,2278,13545,0,0.039955087,5,Benign
Benign,43,12.25157831,2032,11781,0,0.032468454,3,Benign
Benign,41,12.98196307,2029,12084,0,0.032878098,3,Benign
Benign,46,11.37342795,2132,12178,0,0.038159092,4,Benign
Benign,42,13.09149915,2080,12290,0,0.034263338,4,Benign
Benign,41,12.93500549,2031,11962,0,0.032844871,3,Benign
Benign,44,12.47874938,2133,12439,0,0.034512789,4,Benign
Benign,43,13.48173593,2223,13009,0,0.036429872,5,Benign
Benign,41,13.78912675,2157,12746,0,0.040627886,6,Benign
Benign,42,11.50132687,2073,11689,0,0.046973651,11,Benign
Benign,41,13.62376448,2130,12848,0,0.033444816,5,Benign
Benign,40,13.1740587,2000,11968,0,0.032208589,3,Benign
Benign,40,13.26216784,2088,12164,0,0.038295835,5,Benign
Benign,47,10.77424602,2147,11788,0,0.039320338,13,Benign
Benign,42,12.76198509,2054,12182,0,0.032950574,3,Benign
Benign,41,10.96459931,1859,10817,0,0.042395337,5,Benign
Benign,44,12.71586784,2133,12484,0,0.03494495,4,Benign
Benign,40,13.06007186,2019,12033,0,0.03128105,3,Benign
Benign,42,13.35714286,2194,12866,0,0.036470125,5,Benign
Benign,40,13.39019504,2001,12041,0,0.032357473,3,Benign
Benign,44,12.48372917,2090,12593,0,0.034608206,4,Benign
Benign,40,13.35771196,2082,12210,0,0.036573628,5,Benign
Benign,42,13.4065722,2118,12747,0,0.035915953,4,Benign
Benign,41,10.76987717,1790,10314,0,0.040953913,3,Benign
Benign,40,13.45410981,2078,12471,0,0.033224345,4,Benign
Benign,50,11.97366196,2362,13648,0,0.038737117,5,Benign
Benign,50,11.85106154,2356,13612,0,0.038782319,5,Benign
Benign,44,12.72351912,2153,12645,0,0.03490566,4,Benign
Benign,40,12.85760817,1985,11719,0,0.033126294,3,Benign
Benign,66,10.68985082,3097,16810,0,0.038445245,12,Benign
Benign,42,13.26565887,2203,12849,0,0.0402169,6,Benign
Benign,45,12.20497074,2145,12427,0,0.037231243,4,Benign
Benign,55,11.01826285,2566,14245,0,0.041842921,12,Benign
Benign,44,12.47830501,2153,12590,0,0.03490566,4,Benign
Benign,39,12.80923044,1941,11363,0,0.033386328,3,Benign
Benign,42,12.54466905,2052,11737,0,0.032738451,3,Benign
Benign,42,13.47053919,2100,12431,0,0.034566699,4,Benign
Benign,46,12.01869928,2238,12543,0,0.038701068,6,Benign
Benign,43,12.86046512,2121,12610,0,0.0331253,3,Benign
Benign,43,12.58139535,2121,12570,0,0.0331253,3,Benign
Benign,41,13.64412576,2064,12182,0,0.031667491,4,Benign
Benign,42,13.29658103,2178,12705,0,0.036344603,5,Benign
Benign,40,12.96231527,2018,11724,0,0.030026219,4,Benign
Benign,41,12.92099735,2027,12050,0,0.032382929,3,Benign
Benign,40,13.32049803,2001,12034,0,0.032357473,3,Benign
Benign,53,11.47839325,2418,13711,0,0.045949214,9,Benign
Benign,41,11.34574507,1822,10629,0,0.044783699,4,Benign
Benign,44,12.53252753,2091,12608,0,0.034598751,4,Benign
Benign,40,13.2,2001,11995,0,0.032192131,3,Benign
Benign,42,13.16935516,2090,12340,0,0.035505837,4,Benign
Benign,42,12.79286609,2106,11989,0,0.037476281,5,Benign
Benign,42,10.68085304,1810,10573,0,0.039967673,4,Benign
Benign,42,12.93552247,2106,12000,0,0.037476281,5,Benign
Benign,41,13.09434099,2141,12352,0,0.038246269,5,Benign
Benign,41,12.88266121,2029,12056,0,0.032878098,3,Benign
Benign,41,10.92761496,1806,10373,0,0.042922018,4,Benign
Benign,40,13.3892257,2001,12031,0,0.032192131,3,Benign
Benign,40,13.125,2088,12152,0,0.038295835,5,Benign
Benign,41,13.14170031,2026,12055,0,0.031277114,3,Benign
Benign,40,13.4896189,2013,12109,0,0.032588744,3,Benign
Benign,45,10.13535702,1989,10877,0,0.046488625,6,Benign
Benign,41,13.38971953,2131,12564,0,0.034311905,4,Benign
Benign,45,10.28507067,1989,10910,0,0.046488625,6,Benign
Benign,42,12.61669299,2058,11744,0,0.034069544,3,Benign
Benign,68,10.38134209,3132,16880,0,0.038230543,13,Benign
Benign,42,13.72678664,2195,12942,0,0.036900369,5,Benign
Benign,44,12.93570534,2156,12882,0,0.031039156,4,Benign
Benign,44,12.39336003,2153,12577,0,0.03490566,4,Benign
Benign,42,12.4928247,2085,11956,0,0.033146864,5,Benign
Benign,44,12.71764714,2133,12482,0,0.03494495,4,Benign
Benign,44,12.78027382,2090,12692,0,0.034283539,4,Benign
Benign,43,11.03364327,1938,11421,0,0.041180621,6,Benign
Benign,41,13.08602958,2068,11985,0,0.029272797,4,Benign
Benign,44,11.52781839,2127,12138,0,0.043919803,12,Benign
Benign,41,10.95641177,1816,10448,0,0.04493107,4,Benign
Benign,44,12.83915985,2232,13049,0,0.03584392,6,Benign
Benign,43,11.11556552,1998,11112,0,0.043783553,7,Benign
Benign,50,12.0082077,2375,13586,0,0.043621399,8,Benign
Benign,39,12.56286927,1941,11358,0,0.033386328,3,Benign
Benign,40,13.50068746,2088,12339,0,0.038295835,5,Benign
Benign,40,13.05470593,2015,11623,0,0.029091099,3,Benign
Benign,43,11.1289749,2001,11110,0,0.043489406,7,Benign
Benign,42,13.31147007,2100,12419,0,0.03487563,4,Benign
Benign,41,10.55275367,1754,10260,0,0.041850548,3,Benign
Benign,40,13.00491312,2000,11944,0,0.032205355,3,Benign
Benign,41,13.70174365,2130,12855,0,0.033444816,5,Benign
Benign,42,12.9659781,2106,12007,0,0.037476281,5,Benign
Benign,40,14.77821699,1966,11798,0,0.025882586,4,Benign
Benign,41,13.31164857,2063,11926,0,0.028827569,3,Benign
Benign,30,12.79703469,1451,8633,0,0.034027219,2,Benign
Benign,42,12.74877543,2092,11990,0,0.028957529,4,Benign
Benign,43,12.75852237,2094,12319,0,0.031824456,3,Benign
Benign,43,12.65259406,2087,12081,0,0.034350862,5,Benign
Benign,42,13.23689264,2203,12859,0,0.0402169,6,Benign
Benign,44,12.38839584,2196,12275,0,0.039002268,5,Benign
Benign,40,13.01988546,2018,11728,0,0.03003003,4,Benign
Benign,40,13.46284934,2088,12332,0,0.038295835,5,Benign
Benign,41,12.5245359,2032,11559,0,0.033613445,4,Benign
Benign,40,13.86565992,2090,12312,0,0.037804042,5,Benign
Benign,41,10.90604392,1794,10189,0,0.039575851,4,Benign
Benign,41,13.14220633,2026,12082,0,0.031786075,3,Benign
Benign,39,13.24407321,1992,11620,0,0.030425963,4,Benign
Benign,42,12.92649911,2106,11998,0,0.037476281,5,Benign
Benign,42,12.81691114,2106,11993,0,0.037476281,5,Benign
Benign,31,12.52044593,1498,8908,0,0.032480434,3,Benign
Benign,43,12.61652415,2104,12268,0,0.031676413,3,Benign
Benign,43,13.77398504,2265,13621,0,0.039427746,5,Benign
Benign,43,11.38310221,2004,11161,0,0.043174168,7,Benign
Benign,44,12.66999328,2133,12486,0,0.03494495,4,Benign
Benign,42,11.63222669,2067,11701,0,0.047819972,12,Benign
Benign,42,13.04272588,2161,12514,0,0.037960317,5,Benign
Benign,40,13.32424076,2048,12176,0,0.036149617,4,Benign
Benign,44,10.69688621,2039,11321,0,0.040233684,11,Benign
Benign,41,14.1164517,2117,12837,0,0.033189033,5,Benign
Benign,40,13.24974861,2003,12029,0,0.032231007,3,Benign
Benign,42,13.08755172,2085,12494,0,0.032317515,3,Benign
Benign,42,13.30362608,2194,12845,0,0.036470676,5,Benign
Benign,63,11.42418629,2997,16432,0,0.038746331,11,Benign
Benign,40,13.39148384,2001,12041,0,0.032357473,3,Benign
Benign,43,12.71398259,2137,12120,0,0.035299757,5,Benign
Benign,41,11.03548573,1820,10467,0,0.045291578,4,Benign
Benign,41,11.36877068,1822,10630,0,0.04478655,4,Benign
Benign,41,13.10083276,2047,12319,0,0.032901296,3,Benign
Benign,46,11.42085525,2143,12215,0,0.038070605,4,Benign
Benign,42,12.53720578,2055,11743,0,0.033343259,3,Benign
Benign,40,12.72886649,1985,11705,0,0.033126294,3,Benign
Benign,40,13.58449498,2083,12253,0,0.037828717,5,Benign
Benign,44,12.51018441,2153,12606,0,0.03490566,4,Benign
Benign,42,12.6374831,1987,11734,0,0.033126294,3,Benign
Benign,40,13.71721006,2082,12267,0,0.036573628,5,Benign
Benign,42,10.76536973,1815,10354,0,0.041281727,4,Benign
Benign,70,11.53289516,3139,18707,0,0.025598377,3,Benign
Benign,47,11.44914394,2088,11426,0,0.0364614,12,Benign
Benign,44,12.50693817,2153,12603,0,0.03490566,4,Benign
Benign,46,11.75615376,2107,12195,0,0.038349676,4,Benign
Benign,48,11.71488978,2277,12945,0,0.038886612,5,Benign
Benign,44,12.66475807,2133,12474,0,0.03494495,4,Benign
Benign,40,13.3098402,2001,12008,0,0.032192131,3,Benign
Benign,44,11.20963893,1999,11674,0,0.044008451,7,Benign
Benign,42,12.41274485,2064,11728,0,0.034499514,4,Benign
Benign,41,13.02997261,2028,12101,0,0.032678606,3,Benign
Benign,43,12.86046512,2121,12611,0,0.0331253,3,Benign
Benign,42,12.92807296,2160,12529,0,0.037541061,5,Benign
Benign,42,13.06461718,2147,12390,0,0.037363873,5,Benign
Benign,41,13.23426586,2067,12021,0,0.036319613,4,Benign
Benign,29,15.19918294,1280,7646,0,0.020061408,1,Benign
Benign,40,13.3,2001,12036,0,0.032357473,3,Benign
Benign,40,13.2420106,2081,12196,0,0.03658561,5,Benign
Benign,41,10.83862647,1812,10366,0,0.043455604,4,Benign
Benign,42,12.92479321,2160,12528,0,0.037541061,5,Benign
Benign,52,11.21801758,2371,13560,0,0.040525048,7,Benign
Benign,53,11.32592355,2418,13643,0,0.045949214,9,Benign
Benign,45,10.8740789,2038,11413,0,0.045249163,7,Benign
Benign,45,10.50165157,1989,10963,0,0.046488625,6,Benign
Benign,41,13.32477876,2157,12661,0,0.040627886,6,Benign
Benign,40,13.40838186,2091,12206,0,0.038240918,5,Benign
Benign,42,13.8734083,2151,13207,0,0.033919438,4,Benign
Benign,44,12.76442006,2089,12724,0,0.033242656,4,Benign
Benign,46,11.95690663,2244,12700,0,0.044882532,11,Benign
Benign,41,13.31614861,2145,12586,0,0.036997099,5,Benign
Benign,43,12.42984587,2041,11727,0,0.033784509,4,Benign
Benign,49,11.66013343,2264,12790,0,0.038957888,6,Benign
Benign,44,12.47573098,2153,12610,0,0.03490566,4,Benign
Benign,42,10.70218423,1807,10618,0,0.03994183,4,Benign
Benign,40,13.08320474,2015,11610,0,0.029096478,3,Benign
Benign,42,11.325208,1928,11364,0,0.041231876,6,Benign
Benign,31,13.74193548,1571,9454,0,0.036152356,3,Benign
Benign,41,13.65256003,2005,11733,0,0.02928862,4,Benign
Benign,41,12.6599855,2067,11910,0,0.036319613,4,Benign
Benign,41,11.4003919,1862,10952,0,0.042674222,5,Benign
Benign,56,11.5168536,2631,14486,0,0.042500014,13,Benign
Benign,42,13.24890048,2177,12701,0,0.036688338,5,Benign
Benign,43,12.46997394,2170,12120,0,0.039467646,5,Benign
Benign,42,13.62079406,2204,12908,0,0.040201068,6,Benign
Benign,40,13.24954411,2089,12171,0,0.038277196,5,Benign
Benign,40,13.3767076,2091,12201,0,0.038240918,5,Benign
Benign,44,12.52272727,2153,12597,0,0.03490566,4,Benign
Benign,40,10.69977877,1746,10125,0,0.040820042,3,Benign
Benign,42,11.67512933,2069,11728,0,0.047527843,11,Benign
Benign,44,12.49968617,2090,12596,0,0.034605316,4,Benign
Benign,46,11.24235191,2109,12050,0,0.038317757,4,Benign
Benign,43,12.65030134,2141,12416,0,0.036018957,4,Benign
Benign,41,12.51974791,2032,11553,0,0.033613445,4,Benign
Benign,40,13.825,2090,12306,0,0.03781179,5,Benign
Benign,42,13.2966475,2137,12566,0,0.034523806,4,Benign
Benign,41,13.40805613,2141,12398,0,0.038246269,5,Benign
Benign,40,13.27279391,2081,12194,0,0.036591237,5,Benign
Benign,42,11.61058153,2076,11735,0,0.0466357,11,Benign
Benign,43,12.74418605,2141,12446,0,0.036018957,4,Benign
Benign,44,13.01394967,2251,13093,0,0.039193219,7,Benign
Benign,43,10.45415986,1842,10715,0,0.040588109,4,Benign
Benign,40,13.55735091,2091,12243,0,0.037903459,5,Benign
Benign,42,13.08247187,2203,12820,0,0.0402169,6,Benign
Benign,41,11.17074098,1822,10618,0,0.044993556,4,Benign
Benign,43,11.08691397,1962,11282,0,0.045312525,6,Benign
Benign,44,12.38366201,2034,11713,0,0.033619645,4,Benign
Benign,40,13.28855024,2081,12196,0,0.036576809,5,Benign
Benign,44,13.43652488,2252,13245,0,0.039363114,8,Benign
Benign,38,13.78092465,1888,11274,0,0.029929102,3,Benign
Benign,45,10.08888889,1989,10877,0,0.046488625,6,Benign
Benign,41,13.5348632,2170,12615,0,0.040838796,6,Benign
Benign,41,12.44194571,2068,11950,0,0.035601493,4,Benign
Benign,44,13.49898456,2154,12871,0,0.034889203,4,Benign
Benign,48,11.95812849,2320,13311,0,0.039309681,7,Benign
Benign,32,12.58771042,1529,9135,0,0.040861782,3,Benign
Benign,41,11.30334579,1862,10914,0,0.042758963,5,Benign
Benign,41,13.41463415,2161,12471,0,0.040994933,6,Benign
Benign,41,13.57081007,2064,12176,0,0.031667491,4,Benign
Benign,41,11.05163567,1781,10022,0,0.03924201,5,Benign
Benign,40,13.11842827,1985,11793,0,0.033126294,3,Benign
Benign,41,11.25791165,1823,10637,0,0.044768069,4,Benign
Benign,47,11.13346775,2109,11617,0,0.036251455,11,Benign
Benign,41,12.90243902,2029,12071,0,0.032878098,3,Benign
Benign,43,12.40209946,2168,12210,0,0.039503904,5,Benign
Benign,43,10.23186728,1831,10571,0,0.045088567,4,Benign
Benign,42,12.30177974,2073,11733,0,0.03434636,4,Benign
Benign,40,13.03061928,2015,11608,0,0.029096478,3,Benign
Benign,49,11.5790203,2215,12738,0,0.037293099,4,Benign
Benign,41,13.26348983,1928,11187,0,0.025636726,3,Benign
Benign,40,11.15316731,1749,10330,0,0.041784303,3,Benign
Benign,43,11.54336575,2004,11209,0,0.04274731,7,Benign
Benign,42,13.35714286,2194,12862,0,0.036460995,5,Benign
Benign,41,13.6878561,2130,12860,0,0.033444816,5,Benign
Benign,42,13.31697211,2195,12859,0,0.03645593,5,Benign
Benign,41,13.12046978,2042,12089,0,0.033149171,3,Benign
Benign,39,13.64165062,1930,11169,0,0.03489539,4,Benign
Benign,43,12.95538429,2126,12444,0,0.026766162,5,Benign
Benign,41,13.0751982,2026,12067,0,0.031786075,3,Benign
Benign,46,10.66457668,2146,11798,0,0.040860216,12,Benign
Benign,32,12.29287747,1470,8881,0,0.037377347,2,Benign
Benign,41,12.76259184,2050,11835,0,0.02955665,4,Benign
Benign,41,13.07883711,2047,12357,0,0.032901296,3,Benign
Benign,41,12.43833326,2045,11667,0,0.033316872,3,Benign
Benign,43,13.16226115,2170,12628,0,0.032015281,4,Benign
Benign,44,12.34449262,2034,11718,0,0.033629195,4,Benign
Benign,43,12.83925722,2104,12352,0,0.031676413,3,Benign
Benign,45,13.53922846,2360,13901,0,0.042545928,7,Benign
Benign,42,13.42857143,2194,12768,0,0.040586978,7,Benign
Benign,42,13.11238321,2162,12869,0,0.033333211,5,Benign
Benign,42,13.81060856,2196,12944,0,0.040356637,6,Benign
Benign,39,12.94581096,1941,11406,0,0.033386328,3,Benign
Benign,41,13.15420641,2026,12084,0,0.031781421,3,Benign
Benign,40,13.34491653,2082,12215,0,0.036573628,5,Benign
Benign,43,11.46614016,2001,11177,0,0.043414821,7,Benign
Benign,41,13.58678427,2149,12623,0,0.040352505,6,Benign
Benign,41,12.90503224,2026,12032,0,0.031786075,3,Benign
Benign,64,11.15109459,2996,16387,0,0.038901975,11,Benign
Benign,65,10.68824943,3018,16430,0,0.03875231,11,Benign
Benign,39,13.412156,1993,11814,0,0.034385388,4,Benign
Benign,42,13.36942807,2195,12731,0,0.040381125,7,Benign
Benign,40,12.99472051,2001,11929,0,0.032192131,3,Benign
Benign,39,13.28345991,1995,11804,0,0.031353155,4,Benign
Benign,41,11.15651728,1812,10546,0,0.045031735,4,Benign
Benign,52,11.89909516,2446,13945,0,0.043079003,10,Benign
Benign,39,13.22237778,1995,11803,0,0.031351423,4,Benign
Benign,41,12.9027735,2067,11951,0,0.036319613,4,Benign
Benign,41,12.83561364,2050,11855,0,0.02955665,4,Benign
Benign,40,11.125,1749,10328,0,0.041784303,3,Benign
Benign,42,13.81462553,2196,12942,0,0.040361917,6,Benign
Benign,49,12.11543795,2431,14022,0,0.047603496,15,Benign
Benign,41,12.54078437,2032,11559,0,0.033613445,4,Benign
Benign,43,13.73663047,2270,13624,0,0.03963057,5,Benign
Benign,42,13.44063172,2195,12753,0,0.040381125,7,Benign
Benign,53,11.06203061,2407,13500,0,0.042765298,8,Benign
Benign,40,13.7614344,2085,12365,0,0.037971846,5,Benign
Benign,41,13.58190601,2064,12162,0,0.031667491,4,Benign
Benign,42,12.90480306,2160,12525,0,0.037541199,5,Benign
Benign,44,12.72333314,2133,12483,0,0.03494495,4,Benign
Benign,68,10.5852603,3119,17108,0,0.036431679,11,Benign
Benign,43,12.71887607,2176,12274,0,0.039358357,5,Benign
Benign,43,10.37543626,1843,10709,0,0.040192926,4,Benign
Benign,43,11.12223929,1927,11423,0,0.040920716,6,Benign
Benign,43,11.13209217,1927,11428,0,0.040920716,6,Benign
Benign,40,13.55841778,2091,12252,0,0.038240918,5,Benign
Benign,42,13.57418789,2195,12897,0,0.036900369,5,Benign
Benign,40,13.725,2001,12060,0,0.032192131,3,Benign
Benign,44,12.60411556,2196,12812,0,0.034609568,4,Benign
Benign,53,11.24863292,2446,13625,0,0.043576638,8,Benign
Benign,42,13.3038425,2102,12459,0,0.034831751,4,Benign
Benign,45,10.60699845,1980,11379,0,0.044904312,6,Benign
Benign,40,12.82122045,1985,11701,0,0.033126294,3,Benign
Benign,40,12.71382061,1985,11687,0,0.033126294,3,Benign
Benign,42,13.37073518,2195,12729,0,0.040381125,7,Benign
Benign,47,10.59940465,2139,11753,0,0.040581703,13,Benign
Benign,41,13.30930157,2061,11990,0,0.028205566,4,Benign
Benign,41,13.93527213,2128,12848,0,0.03369934,4,Benign
Benign,41,12.74827228,2031,11830,0,0.032844871,3,Benign
Benign,42,11.43077095,2067,11817,0,0.047819972,12,Benign
Benign,44,12.48514712,2133,12439,0,0.034562827,4,Benign
Benign,42,12.81338035,2090,12269,0,0.03582611,4,Benign
Benign,39,13.07692308,1941,11444,0,0.033386328,3,Benign
Benign,41,11.09756098,1821,10565,0,0.045331894,4,Benign
Benign,42,13.04364795,2140,12494,0,0.034695817,4,Benign
Benign,44,10.48885392,1914,10945,0,0.047297746,6,Benign
Benign,40,13.325,2082,12213,0,0.036573628,5,Benign
Benign,47,10.81797853,1865,9998,0,0.029889721,3,Benign
Benign,42,12.90157155,2083,12256,0,0.034642122,4,Benign
Benign,40,13.42547047,2082,12226,0,0.036573628,5,Benign
Benign,41,10.76137046,1788,10289,0,0.048994824,5,Benign
Benign,41,10.92708099,1807,10375,0,0.043865799,4,Benign
Benign,51,11.47632364,2353,13628,0,0.038400127,5,Benign
Benign,41,10.7184488,1812,10356,0,0.043491016,4,Benign
Benign,68,10.49946745,3000,16640,0,0.038974914,12,Benign
Benign,47,10.76673752,2142,11756,0,0.039223214,13,Benign
Benign,31,13.68167639,1570,9458,0,0.036574385,3,Benign
Benign,42,13.26824299,2194,12853,0,0.036472761,5,Benign
Benign,41,12.95794429,2067,11960,0,0.036319613,4,Benign
Benign,42,13.28574683,2194,12842,0,0.036544126,5,Benign
Benign,40,13.00069881,2001,11925,0,0.032192131,3,Benign
Benign,40,10.725,1736,10103,0,0.04122546,3,Benign
Benign,42,13.45098498,2193,12770,0,0.040832667,7,Benign
Benign,40,12.87593328,2018,11716,0,0.03003003,4,Benign
Benign,42,13.25714475,2177,12708,0,0.036664832,5,Benign
Benign,40,12.85,1985,11703,0,0.033126294,3,Benign
Benign,42,13.10439761,2080,12278,0,0.034263338,4,Benign
Benign,40,13.26437252,2056,12074,0,0.039065513,5,Benign
Benign,41,13.46581,2145,12440,0,0.038859811,5,Benign
Benign,40,13.44494989,2088,12222,0,0.038295835,5,Benign
Benign,42,13.71892171,2203,12931,0,0.040304141,6,Benign
Benign,45,12.5777841,2258,13017,0,0.036636751,6,Benign
Benign,41,13.13048865,2029,12108,0,0.032878098,3,Benign
Benign,43,12.50187098,2165,12257,0,0.038477844,5,Benign
Benign,42,12.97619048,2106,12021,0,0.037476281,5,Benign
Benign,41,11.09759266,1821,10603,0,0.045331224,4,Benign
Benign,40,12.82300691,1985,11701,0,0.033126294,3,Benign
Benign,39,12.9465092,1941,11410,0,0.033386328,3,Benign
Benign,41,13.34417656,2089,12477,0,0.033474159,4,Benign
Benign,44,12.95454545,2210,13055,0,0.033103448,5,Benign
Benign,43,12.7334761,2131,12487,0,0.034867703,4,Benign
Benign,40,13.21601212,2042,11968,0,0.031608628,4,Benign
Benign,43,12.50400984,2169,12188,0,0.039482727,5,Benign
Benign,43,12.56859995,2168,12252,0,0.039503904,5,Benign
Benign,41,13.16250922,2061,11900,0,0.026543013,3,Benign
Benign,41,13.63094883,2130,12849,0,0.033444816,5,Benign
Benign,40,13.57657057,2081,12253,0,0.037589979,5,Benign
Benign,58,11.24327427,2646,14540,0,0.041847018,13,Benign
Benign,42,13.30670492,2178,12705,0,0.0362981,5,Benign
Benign,40,10.86254112,1745,10213,0,0.041336353,3,Benign
Benign,41,13.61352469,2064,12183,0,0.032011422,4,Benign
Benign,43,12.22102877,2136,12034,0,0.038290522,7,Benign
Benign,40,14,2082,12452,0,0.03759396,5,Benign
Benign,42,11.23205918,2067,11791,0,0.047819972,12,Benign
Benign,68,10.42053994,3004,16687,0,0.038964626,12,Benign
Benign,39,11.16103784,1738,9852,0,0.038294236,4,Benign
Benign,44,12.54969993,2153,12606,0,0.03490566,4,Benign
Benign,32,12.28860538,1524,9040,0,0.034158835,3,Benign
Benign,40,12.47353601,1942,11435,0,0.033386328,3,Benign
